类型,关键词,法条,主责部门,类别
限售,Q开关Nd:YAG激光治疗机,《电子商务法》第十三条 《医疗器械监督管理条例》（2021年）         第六条  国家对医疗器械按照风险程度实行分类管理。         第一类是风险程度低，实行常规管理可以保证其安全、有效的医疗器械。第二类是具有中度风险，需要严格控制管理以保证其安全、有效的医疗器械。第三类是具有较高风险，需要采取特别措施严格控制管理以保证其安全、有效的医疗器械。         第十三条  第一类医疗器械实行产品备案管理，第二类、第三类医疗器械实行产品注册管理。        第三十一条  从事第一类医疗器械生产的，应当向所在地设区的市级人民政府负责药品监督管理的部门备案，在提交符合本条例第三十条规定条件的有关资料后即完成备案。         医疗器械备案人自行生产第一类医疗器械的，可以在依照本条例第十五条规定进行产品备案时一并提交符合本条例第三十条规定条件的有关资料，即完成生产备案。         第三十二条  从事第二类、第三类医疗器械生产的，应当向所在地省、自治区、直辖市人民政府药品监督管理部门申请生产许可并提交其符合本条例第三十条规定条件的有关资料以及所生产医疗器械的注册证。         第四十一条  从事第二类医疗器械经营的，由经营企业向所在地设区的市级人民政府负责药品监督管理的部门备案并提交符合本条例第四十条规定条件的有关资料。         按照国务院药品监督管理部门的规定，对产品安全性、有效性不受流通过程影响的第二类医疗器械，可以免于经营备案。         第四十二条  从事第三类医疗器械经营的，经营企业应当向所在地设区的市级人民政府负责药品监督管理的部门申请经营许可并提交符合本条例第四十条规定条件的有关资料。         第四十六条  从事医疗器械网络销售的，应当是医疗器械注册人、备案人或者医疗器械经营企业。从事医疗器械网络销售的经营者，应当将从事医疗器械网络销售的相关信息告知所在地设区的市级人民政府负责药品监督管理的部门，经营第一类医疗器械和本条例第四十一条第二款规定的第二类医疗器械的除外。 《医疗器械网络销售监督管理办法》（2017年）         第七条 从事医疗器械网络销售的企业应当是依法取得医疗器械生产许可、经营许可或者办理备案的医疗器械生产经营企业。         第三十八条 违反本办法规定，未取得医疗器械经营许可从事网络第三类医疗器械销售的，依照《医疗器械监督管理条例》第六十三条的规定予以处罚；未取得第二类医疗器械经营备案凭证从事网络第二类医疗器械销售的，依照《医疗器械监督管理条例》第六十五条的规定予以处罚。 《医疗器械分类目录》（2017年）,药品监管部门,I至III类医疗器械
限售,Q开关Nd:YAG激光治疗仪,《电子商务法》第十三条 《医疗器械监督管理条例》（2021年）         第六条  国家对医疗器械按照风险程度实行分类管理。         第一类是风险程度低，实行常规管理可以保证其安全、有效的医疗器械。第二类是具有中度风险，需要严格控制管理以保证其安全、有效的医疗器械。第三类是具有较高风险，需要采取特别措施严格控制管理以保证其安全、有效的医疗器械。         第十三条  第一类医疗器械实行产品备案管理，第二类、第三类医疗器械实行产品注册管理。        第三十一条  从事第一类医疗器械生产的，应当向所在地设区的市级人民政府负责药品监督管理的部门备案，在提交符合本条例第三十条规定条件的有关资料后即完成备案。         医疗器械备案人自行生产第一类医疗器械的，可以在依照本条例第十五条规定进行产品备案时一并提交符合本条例第三十条规定条件的有关资料，即完成生产备案。         第三十二条  从事第二类、第三类医疗器械生产的，应当向所在地省、自治区、直辖市人民政府药品监督管理部门申请生产许可并提交其符合本条例第三十条规定条件的有关资料以及所生产医疗器械的注册证。         第四十一条  从事第二类医疗器械经营的，由经营企业向所在地设区的市级人民政府负责药品监督管理的部门备案并提交符合本条例第四十条规定条件的有关资料。         按照国务院药品监督管理部门的规定，对产品安全性、有效性不受流通过程影响的第二类医疗器械，可以免于经营备案。         第四十二条  从事第三类医疗器械经营的，经营企业应当向所在地设区的市级人民政府负责药品监督管理的部门申请经营许可并提交符合本条例第四十条规定条件的有关资料。         第四十六条  从事医疗器械网络销售的，应当是医疗器械注册人、备案人或者医疗器械经营企业。从事医疗器械网络销售的经营者，应当将从事医疗器械网络销售的相关信息告知所在地设区的市级人民政府负责药品监督管理的部门，经营第一类医疗器械和本条例第四十一条第二款规定的第二类医疗器械的除外。 《医疗器械网络销售监督管理办法》（2017年）         第七条 从事医疗器械网络销售的企业应当是依法取得医疗器械生产许可、经营许可或者办理备案的医疗器械生产经营企业。         第三十八条 违反本办法规定，未取得医疗器械经营许可从事网络第三类医疗器械销售的，依照《医疗器械监督管理条例》第六十三条的规定予以处罚；未取得第二类医疗器械经营备案凭证从事网络第二类医疗器械销售的，依照《医疗器械监督管理条例》第六十五条的规定予以处罚。 《医疗器械分类目录》（2017年）,药品监管部门,I至III类医疗器械
限售,Q开关Nd：YAG激光治疗仪,《电子商务法》第十三条 《医疗器械监督管理条例》（2021年）         第六条  国家对医疗器械按照风险程度实行分类管理。         第一类是风险程度低，实行常规管理可以保证其安全、有效的医疗器械。第二类是具有中度风险，需要严格控制管理以保证其安全、有效的医疗器械。第三类是具有较高风险，需要采取特别措施严格控制管理以保证其安全、有效的医疗器械。         第十三条  第一类医疗器械实行产品备案管理，第二类、第三类医疗器械实行产品注册管理。        第三十一条  从事第一类医疗器械生产的，应当向所在地设区的市级人民政府负责药品监督管理的部门备案，在提交符合本条例第三十条规定条件的有关资料后即完成备案。         医疗器械备案人自行生产第一类医疗器械的，可以在依照本条例第十五条规定进行产品备案时一并提交符合本条例第三十条规定条件的有关资料，即完成生产备案。         第三十二条  从事第二类、第三类医疗器械生产的，应当向所在地省、自治区、直辖市人民政府药品监督管理部门申请生产许可并提交其符合本条例第三十条规定条件的有关资料以及所生产医疗器械的注册证。         第四十一条  从事第二类医疗器械经营的，由经营企业向所在地设区的市级人民政府负责药品监督管理的部门备案并提交符合本条例第四十条规定条件的有关资料。         按照国务院药品监督管理部门的规定，对产品安全性、有效性不受流通过程影响的第二类医疗器械，可以免于经营备案。         第四十二条  从事第三类医疗器械经营的，经营企业应当向所在地设区的市级人民政府负责药品监督管理的部门申请经营许可并提交符合本条例第四十条规定条件的有关资料。         第四十六条  从事医疗器械网络销售的，应当是医疗器械注册人、备案人或者医疗器械经营企业。从事医疗器械网络销售的经营者，应当将从事医疗器械网络销售的相关信息告知所在地设区的市级人民政府负责药品监督管理的部门，经营第一类医疗器械和本条例第四十一条第二款规定的第二类医疗器械的除外。 《医疗器械网络销售监督管理办法》（2017年）         第七条 从事医疗器械网络销售的企业应当是依法取得医疗器械生产许可、经营许可或者办理备案的医疗器械生产经营企业。         第三十八条 违反本办法规定，未取得医疗器械经营许可从事网络第三类医疗器械销售的，依照《医疗器械监督管理条例》第六十三条的规定予以处罚；未取得第二类医疗器械经营备案凭证从事网络第二类医疗器械销售的，依照《医疗器械监督管理条例》第六十五条的规定予以处罚。 《医疗器械分类目录》（2017年）,药品监管部门,I至III类医疗器械
限售,Q开关YAG激光治疗仪,《电子商务法》第十三条 《医疗器械监督管理条例》（2021年）         第六条  国家对医疗器械按照风险程度实行分类管理。         第一类是风险程度低，实行常规管理可以保证其安全、有效的医疗器械。第二类是具有中度风险，需要严格控制管理以保证其安全、有效的医疗器械。第三类是具有较高风险，需要采取特别措施严格控制管理以保证其安全、有效的医疗器械。         第十三条  第一类医疗器械实行产品备案管理，第二类、第三类医疗器械实行产品注册管理。        第三十一条  从事第一类医疗器械生产的，应当向所在地设区的市级人民政府负责药品监督管理的部门备案，在提交符合本条例第三十条规定条件的有关资料后即完成备案。         医疗器械备案人自行生产第一类医疗器械的，可以在依照本条例第十五条规定进行产品备案时一并提交符合本条例第三十条规定条件的有关资料，即完成生产备案。         第三十二条  从事第二类、第三类医疗器械生产的，应当向所在地省、自治区、直辖市人民政府药品监督管理部门申请生产许可并提交其符合本条例第三十条规定条件的有关资料以及所生产医疗器械的注册证。         第四十一条  从事第二类医疗器械经营的，由经营企业向所在地设区的市级人民政府负责药品监督管理的部门备案并提交符合本条例第四十条规定条件的有关资料。         按照国务院药品监督管理部门的规定，对产品安全性、有效性不受流通过程影响的第二类医疗器械，可以免于经营备案。         第四十二条  从事第三类医疗器械经营的，经营企业应当向所在地设区的市级人民政府负责药品监督管理的部门申请经营许可并提交符合本条例第四十条规定条件的有关资料。         第四十六条  从事医疗器械网络销售的，应当是医疗器械注册人、备案人或者医疗器械经营企业。从事医疗器械网络销售的经营者，应当将从事医疗器械网络销售的相关信息告知所在地设区的市级人民政府负责药品监督管理的部门，经营第一类医疗器械和本条例第四十一条第二款规定的第二类医疗器械的除外。 《医疗器械网络销售监督管理办法》（2017年）         第七条 从事医疗器械网络销售的企业应当是依法取得医疗器械生产许可、经营许可或者办理备案的医疗器械生产经营企业。         第三十八条 违反本办法规定，未取得医疗器械经营许可从事网络第三类医疗器械销售的，依照《医疗器械监督管理条例》第六十三条的规定予以处罚；未取得第二类医疗器械经营备案凭证从事网络第二类医疗器械销售的，依照《医疗器械监督管理条例》第六十五条的规定予以处罚。 《医疗器械分类目录》（2017年）,药品监管部门,I至III类医疗器械
限售,Q开关掺钕钇铝石榴石激光治疗仪,《电子商务法》第十三条 《医疗器械监督管理条例》（2021年）         第六条  国家对医疗器械按照风险程度实行分类管理。         第一类是风险程度低，实行常规管理可以保证其安全、有效的医疗器械。第二类是具有中度风险，需要严格控制管理以保证其安全、有效的医疗器械。第三类是具有较高风险，需要采取特别措施严格控制管理以保证其安全、有效的医疗器械。         第十三条  第一类医疗器械实行产品备案管理，第二类、第三类医疗器械实行产品注册管理。        第三十一条  从事第一类医疗器械生产的，应当向所在地设区的市级人民政府负责药品监督管理的部门备案，在提交符合本条例第三十条规定条件的有关资料后即完成备案。         医疗器械备案人自行生产第一类医疗器械的，可以在依照本条例第十五条规定进行产品备案时一并提交符合本条例第三十条规定条件的有关资料，即完成生产备案。         第三十二条  从事第二类、第三类医疗器械生产的，应当向所在地省、自治区、直辖市人民政府药品监督管理部门申请生产许可并提交其符合本条例第三十条规定条件的有关资料以及所生产医疗器械的注册证。         第四十一条  从事第二类医疗器械经营的，由经营企业向所在地设区的市级人民政府负责药品监督管理的部门备案并提交符合本条例第四十条规定条件的有关资料。         按照国务院药品监督管理部门的规定，对产品安全性、有效性不受流通过程影响的第二类医疗器械，可以免于经营备案。         第四十二条  从事第三类医疗器械经营的，经营企业应当向所在地设区的市级人民政府负责药品监督管理的部门申请经营许可并提交符合本条例第四十条规定条件的有关资料。         第四十六条  从事医疗器械网络销售的，应当是医疗器械注册人、备案人或者医疗器械经营企业。从事医疗器械网络销售的经营者，应当将从事医疗器械网络销售的相关信息告知所在地设区的市级人民政府负责药品监督管理的部门，经营第一类医疗器械和本条例第四十一条第二款规定的第二类医疗器械的除外。 《医疗器械网络销售监督管理办法》（2017年）         第七条 从事医疗器械网络销售的企业应当是依法取得医疗器械生产许可、经营许可或者办理备案的医疗器械生产经营企业。         第三十八条 违反本办法规定，未取得医疗器械经营许可从事网络第三类医疗器械销售的，依照《医疗器械监督管理条例》第六十三条的规定予以处罚；未取得第二类医疗器械经营备案凭证从事网络第二类医疗器械销售的，依照《医疗器械监督管理条例》第六十五条的规定予以处罚。 《医疗器械分类目录》（2017年）,药品监管部门,I至III类医疗器械
限售,Q开关红宝石激光治疗机,《电子商务法》第十三条 《医疗器械监督管理条例》（2021年）         第六条  国家对医疗器械按照风险程度实行分类管理。         第一类是风险程度低，实行常规管理可以保证其安全、有效的医疗器械。第二类是具有中度风险，需要严格控制管理以保证其安全、有效的医疗器械。第三类是具有较高风险，需要采取特别措施严格控制管理以保证其安全、有效的医疗器械。         第十三条  第一类医疗器械实行产品备案管理，第二类、第三类医疗器械实行产品注册管理。        第三十一条  从事第一类医疗器械生产的，应当向所在地设区的市级人民政府负责药品监督管理的部门备案，在提交符合本条例第三十条规定条件的有关资料后即完成备案。         医疗器械备案人自行生产第一类医疗器械的，可以在依照本条例第十五条规定进行产品备案时一并提交符合本条例第三十条规定条件的有关资料，即完成生产备案。         第三十二条  从事第二类、第三类医疗器械生产的，应当向所在地省、自治区、直辖市人民政府药品监督管理部门申请生产许可并提交其符合本条例第三十条规定条件的有关资料以及所生产医疗器械的注册证。         第四十一条  从事第二类医疗器械经营的，由经营企业向所在地设区的市级人民政府负责药品监督管理的部门备案并提交符合本条例第四十条规定条件的有关资料。         按照国务院药品监督管理部门的规定，对产品安全性、有效性不受流通过程影响的第二类医疗器械，可以免于经营备案。         第四十二条  从事第三类医疗器械经营的，经营企业应当向所在地设区的市级人民政府负责药品监督管理的部门申请经营许可并提交符合本条例第四十条规定条件的有关资料。         第四十六条  从事医疗器械网络销售的，应当是医疗器械注册人、备案人或者医疗器械经营企业。从事医疗器械网络销售的经营者，应当将从事医疗器械网络销售的相关信息告知所在地设区的市级人民政府负责药品监督管理的部门，经营第一类医疗器械和本条例第四十一条第二款规定的第二类医疗器械的除外。 《医疗器械网络销售监督管理办法》（2017年）         第七条 从事医疗器械网络销售的企业应当是依法取得医疗器械生产许可、经营许可或者办理备案的医疗器械生产经营企业。         第三十八条 违反本办法规定，未取得医疗器械经营许可从事网络第三类医疗器械销售的，依照《医疗器械监督管理条例》第六十三条的规定予以处罚；未取得第二类医疗器械经营备案凭证从事网络第二类医疗器械销售的，依照《医疗器械监督管理条例》第六十五条的规定予以处罚。 《医疗器械分类目录》（2017年）,药品监管部门,I至III类医疗器械
限售,Tm:YAG激光治疗机,《电子商务法》第十三条 《医疗器械监督管理条例》（2021年）         第六条  国家对医疗器械按照风险程度实行分类管理。         第一类是风险程度低，实行常规管理可以保证其安全、有效的医疗器械。第二类是具有中度风险，需要严格控制管理以保证其安全、有效的医疗器械。第三类是具有较高风险，需要采取特别措施严格控制管理以保证其安全、有效的医疗器械。         第十三条  第一类医疗器械实行产品备案管理，第二类、第三类医疗器械实行产品注册管理。        第三十一条  从事第一类医疗器械生产的，应当向所在地设区的市级人民政府负责药品监督管理的部门备案，在提交符合本条例第三十条规定条件的有关资料后即完成备案。         医疗器械备案人自行生产第一类医疗器械的，可以在依照本条例第十五条规定进行产品备案时一并提交符合本条例第三十条规定条件的有关资料，即完成生产备案。         第三十二条  从事第二类、第三类医疗器械生产的，应当向所在地省、自治区、直辖市人民政府药品监督管理部门申请生产许可并提交其符合本条例第三十条规定条件的有关资料以及所生产医疗器械的注册证。         第四十一条  从事第二类医疗器械经营的，由经营企业向所在地设区的市级人民政府负责药品监督管理的部门备案并提交符合本条例第四十条规定条件的有关资料。         按照国务院药品监督管理部门的规定，对产品安全性、有效性不受流通过程影响的第二类医疗器械，可以免于经营备案。         第四十二条  从事第三类医疗器械经营的，经营企业应当向所在地设区的市级人民政府负责药品监督管理的部门申请经营许可并提交符合本条例第四十条规定条件的有关资料。         第四十六条  从事医疗器械网络销售的，应当是医疗器械注册人、备案人或者医疗器械经营企业。从事医疗器械网络销售的经营者，应当将从事医疗器械网络销售的相关信息告知所在地设区的市级人民政府负责药品监督管理的部门，经营第一类医疗器械和本条例第四十一条第二款规定的第二类医疗器械的除外。 《医疗器械网络销售监督管理办法》（2017年）         第七条 从事医疗器械网络销售的企业应当是依法取得医疗器械生产许可、经营许可或者办理备案的医疗器械生产经营企业。         第三十八条 违反本办法规定，未取得医疗器械经营许可从事网络第三类医疗器械销售的，依照《医疗器械监督管理条例》第六十三条的规定予以处罚；未取得第二类医疗器械经营备案凭证从事网络第二类医疗器械销售的，依照《医疗器械监督管理条例》第六十五条的规定予以处罚。 《医疗器械分类目录》（2017年）,药品监管部门,I至III类医疗器械
限售,半导体激光光动力治疗机,《电子商务法》第十三条 《医疗器械监督管理条例》（2021年）         第六条  国家对医疗器械按照风险程度实行分类管理。         第一类是风险程度低，实行常规管理可以保证其安全、有效的医疗器械。第二类是具有中度风险，需要严格控制管理以保证其安全、有效的医疗器械。第三类是具有较高风险，需要采取特别措施严格控制管理以保证其安全、有效的医疗器械。         第十三条  第一类医疗器械实行产品备案管理，第二类、第三类医疗器械实行产品注册管理。        第三十一条  从事第一类医疗器械生产的，应当向所在地设区的市级人民政府负责药品监督管理的部门备案，在提交符合本条例第三十条规定条件的有关资料后即完成备案。         医疗器械备案人自行生产第一类医疗器械的，可以在依照本条例第十五条规定进行产品备案时一并提交符合本条例第三十条规定条件的有关资料，即完成生产备案。         第三十二条  从事第二类、第三类医疗器械生产的，应当向所在地省、自治区、直辖市人民政府药品监督管理部门申请生产许可并提交其符合本条例第三十条规定条件的有关资料以及所生产医疗器械的注册证。         第四十一条  从事第二类医疗器械经营的，由经营企业向所在地设区的市级人民政府负责药品监督管理的部门备案并提交符合本条例第四十条规定条件的有关资料。         按照国务院药品监督管理部门的规定，对产品安全性、有效性不受流通过程影响的第二类医疗器械，可以免于经营备案。         第四十二条  从事第三类医疗器械经营的，经营企业应当向所在地设区的市级人民政府负责药品监督管理的部门申请经营许可并提交符合本条例第四十条规定条件的有关资料。         第四十六条  从事医疗器械网络销售的，应当是医疗器械注册人、备案人或者医疗器械经营企业。从事医疗器械网络销售的经营者，应当将从事医疗器械网络销售的相关信息告知所在地设区的市级人民政府负责药品监督管理的部门，经营第一类医疗器械和本条例第四十一条第二款规定的第二类医疗器械的除外。 《医疗器械网络销售监督管理办法》（2017年）         第七条 从事医疗器械网络销售的企业应当是依法取得医疗器械生产许可、经营许可或者办理备案的医疗器械生产经营企业。         第三十八条 违反本办法规定，未取得医疗器械经营许可从事网络第三类医疗器械销售的，依照《医疗器械监督管理条例》第六十三条的规定予以处罚；未取得第二类医疗器械经营备案凭证从事网络第二类医疗器械销售的，依照《医疗器械监督管理条例》第六十五条的规定予以处罚。 《医疗器械分类目录》（2017年）,药品监管部门,I至III类医疗器械
限售,半导体激光脱毛仪,《电子商务法》第十三条 《医疗器械监督管理条例》（2021年）         第六条  国家对医疗器械按照风险程度实行分类管理。         第一类是风险程度低，实行常规管理可以保证其安全、有效的医疗器械。第二类是具有中度风险，需要严格控制管理以保证其安全、有效的医疗器械。第三类是具有较高风险，需要采取特别措施严格控制管理以保证其安全、有效的医疗器械。         第十三条  第一类医疗器械实行产品备案管理，第二类、第三类医疗器械实行产品注册管理。        第三十一条  从事第一类医疗器械生产的，应当向所在地设区的市级人民政府负责药品监督管理的部门备案，在提交符合本条例第三十条规定条件的有关资料后即完成备案。         医疗器械备案人自行生产第一类医疗器械的，可以在依照本条例第十五条规定进行产品备案时一并提交符合本条例第三十条规定条件的有关资料，即完成生产备案。         第三十二条  从事第二类、第三类医疗器械生产的，应当向所在地省、自治区、直辖市人民政府药品监督管理部门申请生产许可并提交其符合本条例第三十条规定条件的有关资料以及所生产医疗器械的注册证。         第四十一条  从事第二类医疗器械经营的，由经营企业向所在地设区的市级人民政府负责药品监督管理的部门备案并提交符合本条例第四十条规定条件的有关资料。         按照国务院药品监督管理部门的规定，对产品安全性、有效性不受流通过程影响的第二类医疗器械，可以免于经营备案。         第四十二条  从事第三类医疗器械经营的，经营企业应当向所在地设区的市级人民政府负责药品监督管理的部门申请经营许可并提交符合本条例第四十条规定条件的有关资料。         第四十六条  从事医疗器械网络销售的，应当是医疗器械注册人、备案人或者医疗器械经营企业。从事医疗器械网络销售的经营者，应当将从事医疗器械网络销售的相关信息告知所在地设区的市级人民政府负责药品监督管理的部门，经营第一类医疗器械和本条例第四十一条第二款规定的第二类医疗器械的除外。 《医疗器械网络销售监督管理办法》（2017年）         第七条 从事医疗器械网络销售的企业应当是依法取得医疗器械生产许可、经营许可或者办理备案的医疗器械生产经营企业。         第三十八条 违反本办法规定，未取得医疗器械经营许可从事网络第三类医疗器械销售的，依照《医疗器械监督管理条例》第六十三条的规定予以处罚；未取得第二类医疗器械经营备案凭证从事网络第二类医疗器械销售的，依照《医疗器械监督管理条例》第六十五条的规定予以处罚。 《医疗器械分类目录》（2017年）,药品监管部门,I至III类医疗器械
限售,半导体激光治疗机,《电子商务法》第十三条 《医疗器械监督管理条例》（2021年）         第六条  国家对医疗器械按照风险程度实行分类管理。         第一类是风险程度低，实行常规管理可以保证其安全、有效的医疗器械。第二类是具有中度风险，需要严格控制管理以保证其安全、有效的医疗器械。第三类是具有较高风险，需要采取特别措施严格控制管理以保证其安全、有效的医疗器械。         第十三条  第一类医疗器械实行产品备案管理，第二类、第三类医疗器械实行产品注册管理。        第三十一条  从事第一类医疗器械生产的，应当向所在地设区的市级人民政府负责药品监督管理的部门备案，在提交符合本条例第三十条规定条件的有关资料后即完成备案。         医疗器械备案人自行生产第一类医疗器械的，可以在依照本条例第十五条规定进行产品备案时一并提交符合本条例第三十条规定条件的有关资料，即完成生产备案。         第三十二条  从事第二类、第三类医疗器械生产的，应当向所在地省、自治区、直辖市人民政府药品监督管理部门申请生产许可并提交其符合本条例第三十条规定条件的有关资料以及所生产医疗器械的注册证。         第四十一条  从事第二类医疗器械经营的，由经营企业向所在地设区的市级人民政府负责药品监督管理的部门备案并提交符合本条例第四十条规定条件的有关资料。         按照国务院药品监督管理部门的规定，对产品安全性、有效性不受流通过程影响的第二类医疗器械，可以免于经营备案。         第四十二条  从事第三类医疗器械经营的，经营企业应当向所在地设区的市级人民政府负责药品监督管理的部门申请经营许可并提交符合本条例第四十条规定条件的有关资料。         第四十六条  从事医疗器械网络销售的，应当是医疗器械注册人、备案人或者医疗器械经营企业。从事医疗器械网络销售的经营者，应当将从事医疗器械网络销售的相关信息告知所在地设区的市级人民政府负责药品监督管理的部门，经营第一类医疗器械和本条例第四十一条第二款规定的第二类医疗器械的除外。 《医疗器械网络销售监督管理办法》（2017年）         第七条 从事医疗器械网络销售的企业应当是依法取得医疗器械生产许可、经营许可或者办理备案的医疗器械生产经营企业。         第三十八条 违反本办法规定，未取得医疗器械经营许可从事网络第三类医疗器械销售的，依照《医疗器械监督管理条例》第六十三条的规定予以处罚；未取得第二类医疗器械经营备案凭证从事网络第二类医疗器械销售的，依照《医疗器械监督管理条例》第六十五条的规定予以处罚。 《医疗器械分类目录》（2017年）,药品监管部门,I至III类医疗器械
限售,玻璃离子体水门汀,《电子商务法》第十三条 《医疗器械监督管理条例》（2021年）         第六条  国家对医疗器械按照风险程度实行分类管理。         第一类是风险程度低，实行常规管理可以保证其安全、有效的医疗器械。第二类是具有中度风险，需要严格控制管理以保证其安全、有效的医疗器械。第三类是具有较高风险，需要采取特别措施严格控制管理以保证其安全、有效的医疗器械。         第十三条  第一类医疗器械实行产品备案管理，第二类、第三类医疗器械实行产品注册管理。        第三十一条  从事第一类医疗器械生产的，应当向所在地设区的市级人民政府负责药品监督管理的部门备案，在提交符合本条例第三十条规定条件的有关资料后即完成备案。         医疗器械备案人自行生产第一类医疗器械的，可以在依照本条例第十五条规定进行产品备案时一并提交符合本条例第三十条规定条件的有关资料，即完成生产备案。         第三十二条  从事第二类、第三类医疗器械生产的，应当向所在地省、自治区、直辖市人民政府药品监督管理部门申请生产许可并提交其符合本条例第三十条规定条件的有关资料以及所生产医疗器械的注册证。         第四十一条  从事第二类医疗器械经营的，由经营企业向所在地设区的市级人民政府负责药品监督管理的部门备案并提交符合本条例第四十条规定条件的有关资料。         按照国务院药品监督管理部门的规定，对产品安全性、有效性不受流通过程影响的第二类医疗器械，可以免于经营备案。         第四十二条  从事第三类医疗器械经营的，经营企业应当向所在地设区的市级人民政府负责药品监督管理的部门申请经营许可并提交符合本条例第四十条规定条件的有关资料。         第四十六条  从事医疗器械网络销售的，应当是医疗器械注册人、备案人或者医疗器械经营企业。从事医疗器械网络销售的经营者，应当将从事医疗器械网络销售的相关信息告知所在地设区的市级人民政府负责药品监督管理的部门，经营第一类医疗器械和本条例第四十一条第二款规定的第二类医疗器械的除外。 《医疗器械网络销售监督管理办法》（2017年）         第七条 从事医疗器械网络销售的企业应当是依法取得医疗器械生产许可、经营许可或者办理备案的医疗器械生产经营企业。         第三十八条 违反本办法规定，未取得医疗器械经营许可从事网络第三类医疗器械销售的，依照《医疗器械监督管理条例》第六十三条的规定予以处罚；未取得第二类医疗器械经营备案凭证从事网络第二类医疗器械销售的，依照《医疗器械监督管理条例》第六十五条的规定予以处罚。 《医疗器械分类目录》（2017年）,药品监管部门,I至III类医疗器械
限售,玻璃离子粘固剂,《电子商务法》第十三条 《医疗器械监督管理条例》（2021年）         第六条  国家对医疗器械按照风险程度实行分类管理。         第一类是风险程度低，实行常规管理可以保证其安全、有效的医疗器械。第二类是具有中度风险，需要严格控制管理以保证其安全、有效的医疗器械。第三类是具有较高风险，需要采取特别措施严格控制管理以保证其安全、有效的医疗器械。         第十三条  第一类医疗器械实行产品备案管理，第二类、第三类医疗器械实行产品注册管理。        第三十一条  从事第一类医疗器械生产的，应当向所在地设区的市级人民政府负责药品监督管理的部门备案，在提交符合本条例第三十条规定条件的有关资料后即完成备案。         医疗器械备案人自行生产第一类医疗器械的，可以在依照本条例第十五条规定进行产品备案时一并提交符合本条例第三十条规定条件的有关资料，即完成生产备案。         第三十二条  从事第二类、第三类医疗器械生产的，应当向所在地省、自治区、直辖市人民政府药品监督管理部门申请生产许可并提交其符合本条例第三十条规定条件的有关资料以及所生产医疗器械的注册证。         第四十一条  从事第二类医疗器械经营的，由经营企业向所在地设区的市级人民政府负责药品监督管理的部门备案并提交符合本条例第四十条规定条件的有关资料。         按照国务院药品监督管理部门的规定，对产品安全性、有效性不受流通过程影响的第二类医疗器械，可以免于经营备案。         第四十二条  从事第三类医疗器械经营的，经营企业应当向所在地设区的市级人民政府负责药品监督管理的部门申请经营许可并提交符合本条例第四十条规定条件的有关资料。         第四十六条  从事医疗器械网络销售的，应当是医疗器械注册人、备案人或者医疗器械经营企业。从事医疗器械网络销售的经营者，应当将从事医疗器械网络销售的相关信息告知所在地设区的市级人民政府负责药品监督管理的部门，经营第一类医疗器械和本条例第四十一条第二款规定的第二类医疗器械的除外。 《医疗器械网络销售监督管理办法》（2017年）         第七条 从事医疗器械网络销售的企业应当是依法取得医疗器械生产许可、经营许可或者办理备案的医疗器械生产经营企业。         第三十八条 违反本办法规定，未取得医疗器械经营许可从事网络第三类医疗器械销售的，依照《医疗器械监督管理条例》第六十三条的规定予以处罚；未取得第二类医疗器械经营备案凭证从事网络第二类医疗器械销售的，依照《医疗器械监督管理条例》第六十五条的规定予以处罚。 《医疗器械分类目录》（2017年）,药品监管部门,I至III类医疗器械
